region,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,99.999992,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,99.999992,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,100,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,100,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,18.740028,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,19.178566,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,19.618044,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,20.058628,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,20.500923,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,20.944698,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,21.390158,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,21.837061,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,22.285622,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,22.735588,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,23.186949,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,23.636396,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,24.085451,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,24.522511,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,24.961851,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,25.402977,Total,,%,,,,Total
Argentina,AR,ARG,32,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,25.845863,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,24.976837,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,25.253733,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,25.566683,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,25.894241,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,26.222767,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,26.55196,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,28.021811,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,29.520378,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,31.048399,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,32.605328,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,34.191589,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,35.807297,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,37.452553,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,39.137821,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,40.864605,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,42.634941,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,44.395359,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,46.122696,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,47.88855,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,49.495922,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,50.921909,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,13.888452,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,13.120422,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,12.352393,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,11.584364,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,10.816335,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,10.048306,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,9.2802773,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,8.512248,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,7.7442188,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,6.9761896,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,6.2081609,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,5.4401317,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,4.6721025,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,4.6721025,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,4.6721025,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,4.6721025,Total,,%,,,,Total
Aruba,AW,ABW,533,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,4.6721025,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,58.788895,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,58.788895,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,58.788895,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,58.788895,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,58.788895,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,59.755806,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,60.722717,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,61.689632,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,62.656544,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,63.623455,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,64.59037,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,65.557281,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,66.524193,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,67.491104,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,68.458015,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,69.424934,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,70.391846,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,71.358757,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,72.325668,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,73.29258,Total,,%,,,,Total
Australia,AU,AUS,36,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,74.259491,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,92.780045,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,92.740883,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,92.701721,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,92.662415,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,92.622978,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,92.583527,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,92.54409,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,92.504356,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,92.464638,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,92.424911,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,92.385048,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,92.345184,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,92.349678,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,92.376205,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,92.402878,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,92.429405,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,92.456078,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,92.482605,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,92.511101,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,92.541695,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,92.574402,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,1.3972176,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,1.4026829,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,1.4081211,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,1.4135864,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,1.4190518,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,1.4773529,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,1.5369234,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,1.5978041,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,1.6910889,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,1.7956069,Total,,%,,,,Total
